2018-10-18 20:02:09 INFO: charge_server start
2018-10-18 20:02:09 INFO: #0 charging...
2018-10-18 20:02:09 INFO: #1 charging...
2018-10-18 20:02:10 INFO: #0 charging...
2018-10-18 20:02:10 INFO: #1 charging...
2018-10-18 20:02:11 INFO: #0 charging...
2018-10-18 20:02:11 INFO: #1 charging...
2018-10-18 20:02:12 INFO: #0 charging...
2018-10-18 20:02:12 INFO: #1 charging...
2018-10-18 20:02:13 INFO: #0 charging...
2018-10-18 20:02:13 INFO: #1 charging...
2018-10-18 20:02:14 INFO: #0 charging...
2018-10-18 20:02:14 INFO: #1 charging...
2018-10-18 20:02:15 INFO: #0 charging...
2018-10-18 20:02:15 INFO: #1 charging...
2018-10-18 20:02:16 INFO: #0 charging...
2018-10-18 20:02:16 INFO: #1 charging...
2018-10-18 20:02:17 INFO: #0 charging...
2018-10-18 20:02:17 INFO: #1 charging...
2018-10-18 20:02:18 INFO: #0 charging...
2018-10-18 20:02:18 INFO: #1 charging...
2018-10-18 20:02:19 INFO: #0 charging...
2018-10-18 20:02:19 INFO: #1 charging...
2018-10-18 20:02:20 INFO: #0 charging...
2018-10-18 20:02:20 INFO: #1 charging...
2018-10-18 20:02:21 INFO: #0 charging...
2018-10-18 20:02:21 INFO: #1 charging...
2018-10-18 20:02:22 INFO: #0 charging...
2018-10-18 20:02:22 INFO: #1 charging...
2018-10-19 14:45:28 INFO: #0 charging...
2018-10-19 14:45:28 INFO: #1 charging...
2018-10-19 14:45:29 INFO: #0 charging...
2018-10-19 14:45:29 INFO: #1 charging...
2018-10-19 14:45:30 INFO: #0 charging...
2018-10-19 14:45:30 INFO: #1 charging...
2018-10-19 14:45:31 INFO: #0 charging...
2018-10-19 14:45:31 INFO: #1 charging...
2018-10-19 14:45:32 INFO: #0 charging...
2018-10-19 14:45:32 INFO: #1 charging...
2018-10-19 14:45:33 INFO: #0 charging...
2018-10-19 14:45:33 INFO: #1 charging...
2018-10-19 14:45:34 INFO: #0 charging...
2018-10-19 14:45:34 INFO: #1 charging...
2018-10-19 14:45:35 INFO: #0 charging...
2018-10-19 14:45:35 INFO: #1 charging...
2018-10-19 14:45:36 INFO: #0 charging...
2018-10-19 14:45:36 INFO: #1 charging...
2018-10-19 14:45:37 INFO: #0 charging...
2018-10-19 14:45:37 INFO: #1 charging...
2018-10-19 14:45:38 INFO: #0 charging...
2018-10-19 14:45:38 INFO: #1 charging...
2018-10-19 14:45:39 INFO: #0 charging...
2018-10-19 14:45:40 INFO: #1 charging...
2018-10-19 14:45:41 INFO: #0 charging...
2018-10-19 14:45:41 INFO: #1 charging...
2018-10-19 14:45:42 INFO: #0 charging...
2018-10-19 14:45:42 INFO: #1 charging...
2018-10-19 14:45:43 INFO: #0 charging...
2018-10-19 14:45:43 INFO: #1 charging...
2018-10-19 14:45:44 INFO: #0 charging...
2018-10-19 14:45:44 INFO: #1 charging...
2018-10-19 14:45:45 INFO: #0 charging...
2018-10-19 14:45:45 INFO: #1 charging...
2018-10-19 14:45:46 INFO: #0 charging...
2018-10-19 14:45:46 INFO: #1 charging...
2018-10-19 14:45:47 INFO: #0 charging...
2018-10-19 14:45:47 INFO: #1 charging...
2018-10-19 14:45:48 INFO: #0 charging...
2018-10-19 14:45:48 INFO: #1 charging...
2018-10-19 14:45:49 INFO: #0 charging...
2018-10-19 14:45:49 INFO: #1 charging...
2018-10-19 14:45:50 INFO: #0 charging...
2018-10-19 14:45:50 INFO: #1 charging...
2018-10-19 14:45:51 INFO: #0 charging...
2018-10-19 14:45:51 INFO: #1 charging...
2018-10-19 14:45:52 INFO: #0 charging...
2018-10-19 14:45:52 INFO: #1 charging...
2018-10-19 14:45:53 INFO: #0 charging...
2018-10-19 14:45:53 INFO: #1 charging...
2018-10-19 14:45:54 INFO: #0 charging...
2018-10-19 14:45:54 INFO: #1 charging...
2018-10-19 14:45:55 INFO: #0 charging...
