2018-10-20 20:17:19 INFO: charge_server start
2018-10-20 20:17:19 INFO: #0 charging...
2018-10-20 20:17:19 INFO: #1 charging...
2018-10-20 20:17:20 INFO: #0 charging...
2018-10-20 20:17:20 INFO: #1 charging...
2018-10-20 20:17:21 INFO: #0 charging...
2018-10-20 20:17:21 INFO: #1 charging...
2018-10-20 20:17:22 INFO: #0 charging...
2018-10-20 20:17:22 INFO: #1 charging...
2018-10-20 20:17:23 INFO: #0 charging...
2018-10-20 20:17:23 INFO: #1 charging...
2018-10-20 20:17:24 INFO: #0 charging...
2018-10-20 20:17:24 INFO: #1 charging...
2018-10-20 20:17:25 INFO: #0 charging...
2018-10-20 20:17:25 INFO: #1 charging...
2018-10-20 20:17:26 INFO: #0 charging...
2018-10-20 20:17:26 INFO: #1 charging...
2018-10-20 20:17:27 INFO: #0 charging...
2018-10-20 20:17:27 INFO: #1 charging...
2018-10-20 20:17:28 INFO: #0 charging...
2018-10-20 20:17:28 INFO: #1 charging...
2018-10-20 20:17:29 INFO: #0 charging...
2018-10-20 20:17:29 INFO: #1 charging...
2018-10-20 20:17:30 INFO: #0 charging...
2018-10-20 20:17:30 INFO: #1 charging...
2018-10-20 20:17:31 INFO: #0 charging...
2018-10-20 20:17:31 INFO: #1 charging...
2018-10-20 20:17:32 INFO: #0 charging...
2018-10-20 20:17:32 INFO: #1 charging...
2018-10-21 12:16:52 INFO: #0 charging...
2018-10-21 12:16:52 INFO: #1 charging...
2018-10-21 12:16:53 INFO: #0 charging...
2018-10-21 12:16:53 INFO: #1 charging...
2018-10-21 12:16:55 INFO: #0 charging...
2018-10-21 12:16:55 INFO: #1 charging...
2018-10-21 12:16:56 INFO: #0 charging...
2018-10-21 12:16:56 INFO: #1 charging...
2018-10-21 12:16:57 INFO: #0 charging...
2018-10-21 12:16:57 INFO: #1 charging...
2018-10-21 12:16:58 INFO: #0 charging...
2018-10-21 12:16:58 INFO: #1 charging...
2018-10-21 12:16:59 INFO: #0 charging...
2018-10-21 12:16:59 INFO: #1 charging...
2018-10-21 12:17:00 INFO: #0 charging...
2018-10-21 12:17:00 INFO: #1 charging...
2018-10-21 12:17:01 INFO: #0 charging...
2018-10-21 12:17:01 INFO: #1 charging...
2018-10-21 12:17:02 INFO: #0 charging...
2018-10-21 12:17:02 INFO: #1 charging...
2018-10-21 12:17:03 INFO: #0 charging...
2018-10-21 12:17:03 INFO: #1 charging...
2018-10-21 12:17:04 INFO: #0 charging...
2018-10-21 12:17:04 INFO: #1 charging...
2018-10-21 12:17:05 INFO: #0 charging...
2018-10-21 12:17:05 INFO: #1 charging...
2018-10-21 12:17:06 INFO: #0 charging...
2018-10-21 12:17:06 INFO: #1 charging...
2018-10-21 12:17:07 INFO: #0 charging...
2018-10-21 12:17:07 INFO: #1 charging...
